id,hue,saturation,value,svsum,grid_x,grid_y
IMG_WP.30,0,0,0.127200984,0.127200984,0,0
IMG_BWWP.27,0,0,0.141894892,0.141894892,0,1
IMG_81.1.3.B,0,0,0.144598855,0.144598855,0,2
IMG_BWWP.49,0,0,0.146284315,0.146284315,0,3
IMG_BWWP.39,0,0,0.14787849,0.14787849,0,4
84_6_F,0,0,0.152473255,0.152473255,0,5
IMG_BWWP.32,0,0,0.159587054,0.159587054,0,6
IMG_81.1.19.A,0,0,0.17370047,0.17370047,0,7
IMG_BWWP.11,0,0,0.179591363,0.179591363,0,8
83_30_F,0,0,0.184659184,0.184659184,0,9
IMG_81.1.15.B,0,0,0.192093252,0.192093252,0,10
IMG_81.1.3.A,0,0,0.192593976,0.192593976,0,11
IMG_81.1.22.A,0,0,0.196666102,0.196666102,0,12
IMG_BWWP.1,0,0,0.19843753,0.19843753,0,13
IMG_81.1.1.B,0,0,0.201227081,0.201227081,0,14
IMG_81.1.22.B,0,0,0.206858828,0.206858828,0,15
IMG_BWWP.52,0,0,0.217684938,0.217684938,0,16
IMG_BW61.17,0,0,0.218174216,0.218174216,0,17
73_16,0,0,0.218658497,0.218658497,0,18
IMG_81.1.19.B,0,0,0.220088895,0.220088895,0,19
M_2012_3_1,0,0,0.222403669,0.222403669,0,20
IMG_81.1.20.A,0,0,0.225172157,0.225172157,0,21
IMG_81.1.1.A,0,0,0.227470514,0.227470514,0,22
87_16_89,0,0,0.228391895,0.228391895,0,23
IMG_96.33.2.B,0,0,0.23164709,0.23164709,0,24
IMG_81.1.14.B,0,0,0.233399872,0.233399872,0,25
IMG_BWWP.44,0,0,0.23473269,0.23473269,0,26
84_14_1_M,0,0,0.238401665,0.238401665,0,27
TN_Kolster_tl.2018.15.2,0,0,0.246235548,0.246235548,0,28
96_20_5,0,0,0.247204621,0.247204621,0,29
84_14_1_C,0,0,0.251806172,0.251806172,0,30
IMG_81.1.23.B,0,0,0.253680397,0.253680397,0,31
IMG_M.2006.5.54,0,0,0.25864352,0.25864352,0,32
96_20_8,0,0,0.259614024,0.259614024,0,33
IMG_BW80.7,0,0,0.260853721,0.260853721,0,34
IMG_BWWP.16,0,0,0.262086911,0.262086911,0,35
83_30_K,0,0,0.262096535,0.262096535,0,36
M_2018_3_2,0,0,0.263855776,0.263855776,0,37
IMG_81.1.16.B,0,0,0.269429455,0.269429455,0,38
IMG_81.1.21.B,0,0,0.270198834,0.270198834,0,39
87_16_90,0,0,0.277110384,0.277110384,0,40
IMG_81.1.16.A,0,0,0.279398623,0.279398623,0,41
IMG_81.1.21.A,0,0,0.281419334,0.281419334,0,42
IMG_BWWP.58,0,0,0.283067165,0.283067165,0,43
IMG_81.1.6.A,0,0,0.283718851,0.283718851,0,44
IMG_BWWP.14,0,0,0.284048239,0.284048239,0,45
IMG_M_2012_6_1_B,0,0,0.284870803,0.284870803,0,46
IMG_81.1.14.A,0,0,0.286854106,0.286854106,0,47
IMG_BW92.5.85,0,0,0.287431519,0.287431519,0,48
M.2004.16.A,0,0,0.290047524,0.290047524,0,49
92_21_58,0,0,0.29758591,0.29758591,0,50
TN_Kolster_tl.2018.15.3,0,0,0.30044392,0.30044392,0,51
84_14_1_I,0,0,0.301888643,0.301888643,0,52
IMG_96.33.2.J,0,0,0.302127703,0.302127703,0,53
92_22_26,0,0,0.303908688,0.303908688,0,54
IMG_81.1.11.B,0,0,0.309138975,0.309138975,0,55
IMG_77.43.11,0,0,0.31293881,0.31293881,0,56
IMG_M.2007.23.D,0,0,0.316654218,0.316654218,0,57
M_2012_7_10,0,0,0.323244694,0.323244694,0,58
84_14_1_H,0,0,0.325338347,0.325338347,0,59
IMG_81.1.4.A,0,0,0.32757721,0.32757721,0,60
IMG_81.1.4.B,0,0,0.332220842,0.332220842,0,61
84_14_1_B,0,0,0.333968414,0.333968414,0,62
IMG_81.1.8.A,0,0,0.33636317,0.33636317,0,63
IMG_81.1.11.A,0,0,0.338185839,0.338185839,0,64
IMG_BW79.7,0,0,0.342178364,0.342178364,0,65
M.2004.16.I,0,0,0.344825325,0.344825325,0,66
M.2004.16.H,0,0,0.348136983,0.348136983,0,67
84_14_1_G,0,0,0.348870479,0.348870479,0,68
83_30_D,0,0,0.354047681,0.354047681,0,69
IMG_BW67.22,0,0,0.359882618,0.359882618,0,70
tl.2013.39.20,0,0,0.359923901,0.359923901,0,71
IMG_BW67.25,0,0,0.366566218,0.366566218,0,72
M_2001_17,0,0,0.368246155,0.368246155,0,73
84_6_G,0,0,0.368328532,0.368328532,0,74
IMG_96.33.2.D,0,0,0.370565755,0.370565755,0,75
IMG_84.14.2.B,0,0,0.370642615,0.370642615,0,76
84_14_1_E,0,0,0.371716322,0.371716322,0,77
TN_94.1.49,0,0,0.382677154,0.382677154,0,78
81_33_8,0,0,0.385436575,0.385436575,0,79
BW_PFL 1,0,0,0.388600152,0.388600152,0,80
IMG_96.33.2.A,0,0,0.392290181,0.392290181,0,81
M_2002_11_4,0,0,0.3938707,0.3938707,0,82
84_6_B,0,0,0.394198466,0.394198466,0,83
IMG_84.14.2.F,0,0,0.394368301,0.394368301,0,84
M.2004.16.E,0,0,0.397941984,0.397941984,0,85
IMG_81.1.2.A,0,0,0.401503768,0.401503768,0,86
IMG_96.33.2.G,0,0,0.405446649,0.405446649,0,87
IMG_M_2012_6_1_D,0,0,0.407945086,0.407945086,0,88
81_33_4,0,0,0.411193845,0.411193845,0,89
bw_59.22.snap,0,0,0.411221301,0.411221301,0,90
M.2004.16.L,0,0,0.41271527,0.41271527,0,91
IMG_96.33.2.H,0,0,0.415925277,0.415925277,0,92
84_6_E,0,0,0.417618403,0.417618403,0,93
M_2014_5_10,0,0,0.417883658,0.417883658,0,94
IMG_96.33.2.I,0,0,0.418883075,0.418883075,0,95
91_13_I,0,0,0.420710262,0.420710262,0,96
83_30_B,0,0,0.424143336,0.424143336,0,97
IMG_81.1.8.B,0,0,0.434187342,0.434187342,0,98
TN_69.42,0,0,0.437671797,0.437671797,0,99
M.2004.16.G,0,0,0.438263251,0.438263251,0,100
TN_94.1.59,0,0,0.43940437,0.43940437,0,101
IMG_BWWP.51,0,0,0.442575993,0.442575993,0,102
IMG_M_2012_6_2,0,0,0.442682798,0.442682798,0,103
79_69_1,0,0,0.444579844,0.444579844,0,104
M.2004.16.K,0,0,0.447916066,0.447916066,0,105
IMG_96.33.2.F,0,0,0.448822068,0.448822068,0,106
81_33_6,0,0,0.451508377,0.451508377,0,107
84_6_A,0,0,0.453661208,0.453661208,0,108
M.2004.16.J,0,0,0.455574185,0.455574185,0,109
IMG_FA.206,0,0,0.460040171,0.460040171,0,110
83_30_A,0,0,0.461478918,0.461478918,0,111
84_14_1_L,0,0,0.462801164,0.462801164,0,112
M.2004.16.F,0,0,0.468755592,0.468755592,0,113
IMG_M_2012_6_1_C,0,0,0.471386673,0.471386673,0,114
IMG_BW65.13,0,0,0.472698141,0.472698141,0,115
M.2004.16.C,0,0,0.474790951,0.474790951,0,116
TN_94.1.58,0,0,0.475586124,0.475586124,0,117
MONK.TL.2015.45.13,0,0,0.477102256,0.477102256,0,118
IMG_BW.M.2003.3.4,0,0,0.478659759,0.478659759,0,119
IMG_M_2012_6_1_A,0,0,0.484860094,0.484860094,0,120
MONK.TL.2015.45.12,0,0,0.492549383,0.492549383,0,121
90_4_5,0,0,0.495176517,0.495176517,0,122
92_22_35,0,0,0.497451812,0.497451812,0,123
79_69_4,0,0,0.4980909,0.4980909,0,124
M.2004.16.B,0,0,0.49913365,0.49913365,0,125
IMG_M.2002.16.7,0,0,0.502022463,0.502022463,0,126
IMG_BW.M.2007.6,0,0,0.507573372,0.507573372,0,127
IMG_81.1.20.B,0,0,0.513327977,0.513327977,0,128
IMG_BWWP.22.snap,0,0,0.513366767,0.513366767,0,129
IMG_M.2009.4.1,0,0,0.516713718,0.516713718,0,130
77_60_4,0,0,0.517104272,0.517104272,0,131
BW_RC.82.2,0,0,0.526987166,0.526987166,0,132
IMG_96.33.2.C,0,0,0.553387152,0.553387152,0,133
90_4_7,0,0,0.558272936,0.558272936,0,134
IMG_BW.M.2003.3.3,0,0,0.558728666,0.558728666,0,135
MONK.TL.2015.45.10,0,0,0.568078192,0.568078192,0,136
IMG_M.2009.4.2,0,0,0.568916362,0.568916362,0,137
90_4_10,0,0,0.571327686,0.571327686,0,138
92_23_C,0,0,0.574094195,0.574094195,0,139
M.2004.16.D,0,0,0.582507155,0.582507155,0,140
81_33_12,0,0,0.583009053,0.583009053,0,141
IMG_BW.M.2003.3.6,0,0,0.597345947,0.597345947,0,142
79_69_5,0,0,0.599631426,0.599631426,0,143
IMG_M.2007.23.F,0,0,0.601947713,0.601947713,0,144
79_69_3,0,0,0.60843981,0.60843981,0,145
81_33_3,0,0,0.615896482,0.615896482,0,146
81_33_11,0,0,0.618938784,0.618938784,0,147
IMG_BW53.39,0,0,0.631921773,0.631921773,0,148
84_14_1_J,0,0,0.631936091,0.631936091,0,149
92_23_G,0,0,0.633559246,0.633559246,0,150
IMG_M.2003.29.4,0,0,0.639748574,0.639748574,1,0
A_1_439,0,0,0.641601169,0.641601169,1,1
RC.15.19,0,0,0.642053867,0.642053867,1,2
84_6_H,0,0,0.647906691,0.647906691,1,3
IMG_81.1.2.B,0,0,0.658025645,0.658025645,1,4
IMG_BW58.21,0,0,0.659868034,0.659868034,1,5
38_20_5,0,0,0.661100754,0.661100754,1,6
81_33_2,0,0,0.690389999,0.690389999,1,7
IMG_BW49.17.92,0,0,0.691548651,0.691548651,1,8
IMG_BW69.21,0,0,0.69632036,0.69632036,1,9
BW80.51.3.CAIinstall,0,0,0.716800806,0.716800806,1,10
IMG_BW.69.48,0,0,0.716932765,0.716932765,1,11
IMG_BW.M.2003.3.5,0,0,0.741595736,0.741595736,1,12
81_33_1,0,0,0.756338211,0.756338211,1,13
IMG_33.4,0,0,0.767364651,0.767364651,1,14
79_69_2,0,0,0.770698386,0.770698386,1,15
IMG_80.36.1,0,0,0.771851105,0.771851105,1,16
M_2007_5,0,0,0.773583619,0.773583619,1,17
IMG_57.6,0,0,0.774938864,0.774938864,1,18
IMG_77.60.6,0,0,0.781677836,0.781677836,1,19
RC.82.1,0,0,0.78214166,0.78214166,1,20
RC.15.20,0,0,0.78499009,0.78499009,1,21
EL_81_3_28,0,0,0.825780749,0.825780749,1,22
IMG_80.36.2,0,0,0.828031079,0.828031079,1,23
IMG_BW72.22,0,0,0.839363605,0.839363605,1,24
IMG_95.18.1,0,0,0.842793204,0.842793204,1,25
m.2002.22_a,0,0,0.842976006,0.842976006,1,26
EL_81_3_8,0,0,0.849560494,0.849560494,1,27
EL_81_3_84,0,0,0.860128466,0.860128466,1,28
m.2002.22.j,0,0,0.860140381,0.860140381,1,29
IMG_BW69.8,0,0,0.860577953,0.860577953,1,30
m.2002.22.c,0,0,0.861857736,0.861857736,1,31
m.2002.22.e,0,0,0.863962327,0.863962327,1,32
96_6_2_D,0,0,0.866358595,0.866358595,1,33
EL_81_3_24,0,0,0.869077338,0.869077338,1,34
EL_81_3_27,0,0,0.869525303,0.869525303,1,35
m_2002_22_I,0,0,0.874224382,0.874224382,1,36
EL_81_3_25,0,0,0.879248921,0.879248921,1,37
m.2002.22.d,0,0,0.884191065,0.884191065,1,38
m.2002.22.G,0,0,0.884261046,0.884261046,1,39
m.2002.22.h,0,0,0.903993134,0.903993134,1,40
84_26_79,0,0,0.912472831,0.912472831,1,41
m.2002.22.f,0,0,0.912713683,0.912713683,1,42
RC.15.16.A,0,0,0.987312977,0.987312977,1,43
A_1_428,6.99E-05,7.37E-06,0.643758377,0.643765751,1,44
TN_94.1.68,0.000149197,1.23E-05,0.382440096,0.382452445,1,45
90_4_11,0.000338395,1.24E-05,0.628459046,0.628471448,1,46
EL_77_7_5,0.000304426,1.38E-05,0.640486996,0.640500821,1,47
81_33_10,0.000191248,1.97E-05,0.523747219,0.523766963,1,48
A_1_43,0.000350585,1.98E-05,0.463393191,0.463412969,1,49
M_2003_14_A_r,0.000185414,2.14E-05,0.866462507,0.866483911,1,50
M_2012_15_7_D,0.000348784,3.53E-05,0.866244331,0.86627959,1,51
A_1_638,0.000256581,5.29E-05,0.531875757,0.531928644,1,52
A_1_441,0.000490884,5.58E-05,0.622048516,0.622104304,1,53
A_1_444,0.000546448,5.81E-05,0.494719892,0.494777998,1,54
A_1_445,0.000639751,7.42E-05,0.611021457,0.611095668,1,55
A_1_436,0.000690608,7.50E-05,0.646888007,0.646963051,1,56
M_2003_14_B_r,0.000734426,7.74E-05,0.898760974,0.898838349,1,57
A_1_300_a,0.000705048,8.08E-05,0.824411953,0.82449279,1,58
A_1_440,0.000885559,9.56E-05,0.627176435,0.627271994,1,59
A_1_433,0.001104793,0.000131311,0.606103077,0.606234388,1,60
A_1_613_A,0.000665275,0.000150999,0.567396125,0.567547123,1,61
A_1_443,0.001282051,0.000151805,0.477490373,0.477642178,1,62
90_4_3,0.001990997,0.000164692,0.395355676,0.395520368,1,63
92_21_43,0.000789141,0.000175434,0.33925392,0.339429354,1,64
80_37_1_B_02,0.003599184,0.000214834,0.826293753,0.826508587,1,65
A_1_438,0.002263374,0.000253061,0.602760783,0.603013844,1,66
88_2_4_L,0.007430102,0.000274021,0.851897902,0.852171923,1,67
88_2_5_F,0.010180726,0.000297609,0.908664056,0.908961665,1,68
90_4_4,0.004405351,0.000303937,0.377213493,0.37751743,1,69
A_1_755_B_r,0.003128761,0.000321705,0.791594037,0.791915742,1,70
88_2_5_D,0.006053064,0.00032836,0.905007856,0.905336216,1,71
80_37_5_B_01,0.002747989,0.000333622,0.840948678,0.8412823,1,72
RC.15.18.C,0.004548055,0.00033488,0.958747891,0.959082771,1,73
90_4_2,0.003600277,0.00033976,0.52782377,0.528163531,1,74
88_2_5_E,0.00611546,0.000340591,0.910502294,0.910842885,1,75
A_1_442,0.003217616,0.000340781,0.674620671,0.674961452,1,76
92_22_28,0.001280621,0.000365741,0.318172877,0.318538618,1,77
90_4_12,0.003685897,0.00036801,0.545012866,0.545380876,1,78
90_4_8,0.003717053,0.000392436,0.563820112,0.564212548,1,79
A_1_613_B,0.014960232,0.000423049,0.639524086,0.639947135,1,80
A_1_429,0.002227146,0.000425978,0.558849849,0.559275826,1,81
88_2_4_K,0.004354943,0.000428506,0.847782379,0.848210885,1,82
A_1_437,0.003651021,0.00043251,0.451137507,0.451570017,1,83
88_2_5_B,0.012459047,0.000436416,0.908445948,0.908882364,1,84
77_60_2,0.005858537,0.000473814,0.516090518,0.516564331,1,85
A_1_747_r,0.010004026,0.000478149,0.536633554,0.537111703,1,86
88_2_5_G,0.010835193,0.000539697,0.938782292,0.939321989,1,87
92_22_61,0.011967434,0.000546162,0.523114972,0.523661134,1,88
88_2_5_C,0.015250734,0.000556924,0.897602755,0.89815968,1,89
96_6_2_C,0.01003732,0.000686852,0.929627147,0.930313999,1,90
90_4_9,0.00469158,0.000780602,0.454322888,0.455103489,1,91
85_15,0.010093272,0.000782854,0.913670739,0.914453593,1,92
A_1_435,0.006531007,0.000783904,0.533768092,0.534551996,1,93
90_4_6,0.009085323,0.000786809,0.376599436,0.377386245,1,94
A_1_431,0.003726463,0.00085909,0.594121207,0.594980297,1,95
88_2_5_A,0.016449453,0.000899261,0.912674785,0.913574046,1,96
M_2001_19_1,0.019267687,0.000906262,0.631774004,0.632680266,1,97
RC.15.18.B,0.01031488,0.000913388,0.924255242,0.92516863,1,98
A_1_613_C,0.024713913,0.000956258,0.623011771,0.623968028,1,99
A_1_246,0.008060412,0.000972576,0.802380691,0.803353267,1,100
92_21_46,0.026212712,0.000991545,0.363723036,0.364714581,1,101
A_1_755_A_r,0.009856506,0.001000211,0.825631135,0.826631346,1,102
RC.15.18.E,0.010407615,0.001059474,0.961188169,0.962247643,1,103
92_22_31,0.003038194,0.001070839,0.329304224,0.330375064,1,104
SL_2013_19,0.00227474,0.001157512,0.617528156,0.618685669,1,105
A_1_613_E,0.044170221,0.001175824,0.704807764,0.705983588,1,106
82_18_10,0.023779983,0.001204842,0.563314928,0.56451977,1,107
88_2_1,0.054438366,0.00127234,0.813781777,0.815054116,1,108
88_2_4_D,0.015009151,0.001297672,0.841109189,0.842406861,1,109
RC.15.18.A,0.019945289,0.001398606,0.904027596,0.905426202,1,110
83_34_15_A,0.03500124,0.001409257,0.240319275,0.241728532,1,111
A_1_434,0.011707909,0.00146049,0.61530604,0.61676653,1,112
A_1_754_r,0.008314732,0.001487245,0.614040531,0.615527776,1,113
81_33_13,0.013464371,0.001503067,0.415279942,0.416783009,1,114
A_1_437_A,0.011107111,0.001512157,0.484126284,0.48563844,1,115
81_33_14,0.013999342,0.001614768,0.703317852,0.70493262,1,116
96_6_2_A,0.026154003,0.001624518,0.908502946,0.910127464,1,117
A_1_414_r,0.012099898,0.001649805,0.423804818,0.425454623,1,118
M_2016_22_2,0.058782316,0.001654977,0.940609719,0.942264696,1,119
96_6_2_B,0.016030329,0.001743735,0.953012619,0.954756354,1,120
88_2_4_G,0.01713778,0.001768569,0.848820914,0.850589483,1,121
86_29_D,0.021697096,0.001786254,0.867552928,0.869339182,1,122
M_2003_14_E_r,0.019690122,0.001789972,0.891587883,0.893377855,1,123
38_20_3,0.023948862,0.00182401,0.751672073,0.753496083,1,124
A_1_413_r,0.013067538,0.00182422,0.39012715,0.39195137,1,125
90_10_1_i,0.010402537,0.001844634,0.239263908,0.241108542,1,126
88_2_2,0.076870445,0.00187691,0.9035249,0.905401811,1,127
A_1_775_I,0.008307087,0.001899054,0.584606723,0.586505777,1,128
CE_14_a,0.017971379,0.002014621,0.914630885,0.916645506,1,129
81_33_15,0.016618852,0.002026535,0.382355024,0.384381559,1,130
M_2003_14_D_r,0.021718097,0.002060475,0.898405959,0.900466433,1,131
93_1_30_a,0.009992726,0.002148184,0.742270892,0.744419076,1,132
A_1_613_D,0.020411742,0.002170996,0.394657987,0.396828983,1,133
RC.15.18.D,0.030129225,0.002183403,0.873943657,0.87612706,1,134
93_1_144_C,0.013086803,0.002217945,0.960622357,0.962840302,1,135
93_1_143_E,0.013961868,0.002369276,0.952087247,0.954456523,1,136
M_2016_22_16,0.019830641,0.00250462,0.910928529,0.913433149,1,137
86_29_A,0.018787346,0.002507954,0.886396658,0.888904612,1,138
88_2_4_F,0.01853694,0.002621998,0.845990615,0.848612613,1,139
92_21_2,0.013081058,0.002633107,0.70947189,0.712104997,1,140
92_21_8,0.021635734,0.002644555,0.646138668,0.648783222,1,141
92_22_1,0.018696071,0.002726244,0.735451377,0.738177622,1,142
92_22_38,0.01399346,0.002956878,0.385417065,0.388373944,1,143
93_1_147_B,0.00740625,0.002999553,0.970734563,0.973734115,1,144
A_1_256,0.022035253,0.003017248,0.806666694,0.809683942,1,145
93_1_135_J,0.008526793,0.003049614,0.898180796,0.90123041,1,146
93_1_144_D,0.014487784,0.003060745,0.974705985,0.97776673,1,147
92_21_5,0.018149003,0.003072296,0.725341961,0.728414258,1,148
80_46_10,0.058969213,0.003072516,0.557522666,0.560595182,1,149
93_1_143_A,0.008049305,0.003110417,0.955886808,0.958997225,1,150
92_21_3,0.011551513,0.00311536,0.657141591,0.660256951,2,0
93_1_147_A,0.01753688,0.003135942,0.976369117,0.979505059,2,1
A_1_607_r,0.032086597,0.003141713,0.691166957,0.69430867,2,2
M_2001_19_6,0.051823358,0.003170659,0.576694135,0.579864794,2,3
M_2015_17_34_a,0.025201176,0.003172297,0.894196777,0.897369075,2,4
A_1_427,0.008703731,0.003208002,0.520624669,0.523832671,2,5
82_18_15,0.062120588,0.003208812,0.565318926,0.568527738,2,6
93_1_143_G,0.014735949,0.003252924,0.957271491,0.960524415,2,7
M_2016_22_10_r,0.021157796,0.003500001,0.943492305,0.946992306,2,8
92_21_1,0.02468517,0.003567572,0.625617933,0.629185505,2,9
93_1_147_D,0.01665797,0.003579605,0.978641835,0.98222144,2,10
62_18,0.015135765,0.003685052,0.560685163,0.564370214,2,11
M_2001_19_7,0.018741942,0.003760565,0.372605082,0.376365646,2,12
82_18_13,0.084744541,0.003823213,0.635900695,0.639723908,2,13
84_14_1_N,0.035793239,0.004008996,0.442330543,0.446339538,2,14
M_2013_6,0.009880656,0.004079599,0.564835566,0.568915164,2,15
A_1_775_H,0.018327722,0.004184679,0.535788319,0.539972998,2,16
87_16_114,0.039900161,0.004241555,0.508654782,0.512896338,2,17
A_1_768_G,0.024502228,0.004275481,0.566090341,0.570365821,2,18
93_1_147_C_a,0.013146693,0.004385523,0.975420312,0.979805835,2,19
1887_1_12_a,0.025904517,0.004437877,0.483084466,0.487522343,2,20
93_1_143_F,0.01808483,0.004473719,0.947674586,0.952148304,2,21
A_1_769_A,0.039419979,0.004474787,0.483178558,0.487653345,2,22
93_1_135_I_a,0.018066732,0.004607476,0.91910636,0.923713836,2,23
M_2016_22_19,0.062784097,0.004625438,0.800951335,0.805576773,2,24
88_2_4_H,0.03063395,0.004701344,0.755731094,0.760432438,2,25
92_22_44,0.065356276,0.004756997,0.351499526,0.356256523,2,26
83_24_19,0.064467715,0.004863048,0.841426684,0.846289732,2,27
93_1_144_A,0.024337507,0.00488674,0.951221025,0.956107766,2,28
83_24_24,0.069382795,0.004895801,0.837027995,0.841923795,2,29
93_1_150_a,0.017156293,0.004916818,0.946140114,0.951056932,2,30
83_24_31,0.077254573,0.004939604,0.836784336,0.841723939,2,31
83_24_33,0.064188534,0.005024806,0.833497529,0.838522336,2,32
78_56_16,0.039987812,0.005067531,0.422251805,0.427319336,2,33
83_24_8,0.07467568,0.005088064,0.832397363,0.837485427,2,34
83_24_16,0.066765376,0.005136163,0.824276406,0.829412569,2,35
83_24_40,0.078667602,0.005272745,0.808344022,0.813616767,2,36
83_24_23,0.0936512,0.0053452,0.853287789,0.858632989,2,37
A_1_769_B,0.027305809,0.005355594,0.55547038,0.560825975,2,38
38_20_1,0.054708488,0.005406759,0.703329313,0.708736072,2,39
83_24_39,0.080083543,0.005447853,0.804988281,0.810436134,2,40
83_24_17,0.085879444,0.005474808,0.83414083,0.839615638,2,41
93_1_143_B,0.017227448,0.005511687,0.94500836,0.950520047,2,42
83_24_22,0.091509419,0.005555092,0.82094088,0.826495972,2,43
93_1_154_a,0.015061103,0.005570673,0.967754906,0.973325579,2,44
A_1_781,0.027446591,0.005600902,0.459161178,0.464762081,2,45
SL_2013_9_2,0.077114432,0.00565229,0.750798438,0.756450728,2,46
38_20_2,0.089087389,0.005652328,0.722901308,0.728553636,2,47
38_20_6,0.071564822,0.005699505,0.761132346,0.766831851,2,48
83_24_18,0.096565072,0.005774953,0.838542943,0.844317897,2,49
83_24_34,0.069348257,0.005781001,0.837704158,0.843485159,2,50
83_24_35,0.100760818,0.005914452,0.852062211,0.857976663,2,51
M_2001_19_5,0.082898921,0.006056653,0.640803739,0.646860392,2,52
88_2_4_E,0.047424446,0.006167226,0.795006965,0.801174191,2,53
88_2_4_A,0.038914441,0.006222379,0.834705978,0.840928357,2,54
1887_1_18_a,0.058128417,0.006222496,0.446296547,0.452519043,2,55
93_1_144_B,0.025273416,0.006270127,0.946026796,0.952296924,2,56
83_24_38,0.101736694,0.006278853,0.804974746,0.811253598,2,57
83_24_15,0.119252267,0.006388019,0.857093992,0.863482011,2,58
92_21_50,0.108210456,0.006416356,0.496266105,0.502682461,2,59
83_24_9,0.127818901,0.00646137,0.86012089,0.86658226,2,60
92_21_10,0.145750179,0.006539362,0.691787955,0.698327317,2,61
EL_77_7_4,0.040745967,0.006582879,0.428246401,0.43482928,2,62
78_56_15,0.04979558,0.006586015,0.566578744,0.573164759,2,63
83_24_32,0.109194344,0.006618033,0.831813804,0.838431837,2,64
80_37_2_B_02,0.074877087,0.006621979,0.8587994,0.865421379,2,65
83_24_41,0.104217858,0.006637566,0.826877396,0.833514962,2,66
83_24_2,0.110503931,0.006692276,0.784686692,0.791378968,2,67
88_2_4_B,0.044937212,0.006822803,0.83580938,0.842632182,2,68
88_27_16,0.066484935,0.007020527,0.921651571,0.928672099,2,69
91_38_H,0.05812437,0.00717572,0.719226523,0.726402242,2,70
93_1_145,0.029983001,0.007235562,0.897184474,0.904420036,2,71
A_1_84_r,0.023057793,0.007389124,0.598273527,0.605662651,2,72
1887_1_11_a,0.052122657,0.007394897,0.471675428,0.479070325,2,73
83_24_21,0.153980929,0.007405071,0.860501681,0.867906752,2,74
83_24_25,0.170275846,0.00745557,0.858385347,0.865840916,2,75
83_24_10,0.147421231,0.007507238,0.846745692,0.85425293,2,76
83_24_13,0.120263231,0.007510385,0.826678175,0.83418856,2,77
A_1_773_C,0.094744721,0.007525521,0.626216755,0.633742275,2,78
1887_1_10_a,0.058118212,0.007531425,0.410402208,0.417933633,2,79
83_24_12,0.153004835,0.007584632,0.861317094,0.868901726,2,80
83_34_11,0.090779995,0.007638535,0.500161575,0.50780011,2,81
A_1_430,0.031860824,0.007719475,0.513895063,0.521614539,2,82
1887_1_49_a,0.060106516,0.007794513,0.45647255,0.464267063,2,83
83_24_36,0.115575329,0.007879281,0.812295712,0.820174992,2,84
83_24_20,0.107464562,0.007929088,0.828997248,0.836926336,2,85
93_1_146_E,0.021436555,0.008382093,0.938569993,0.946952086,2,86
M_2014_23_5,0.050064868,0.008518823,0.892151033,0.900669856,2,87
M_2012_15_5_E,0.085302191,0.008717736,0.395229689,0.403947425,2,88
46_6_6_a,0.024447479,0.008897511,0.962585861,0.971483372,2,89
83_24_29,0.201961486,0.009034067,0.839717777,0.848751844,2,90
81_35_1,0.078397244,0.009176895,0.801072788,0.810249683,2,91
93_1_135_F_a,0.018869738,0.009207446,0.932477588,0.941685034,2,92
A_1_731_E_r,0.243167462,0.00943854,0.849056373,0.858494912,2,93
A_1_773_G,0.108389954,0.009600691,0.605446222,0.615046913,2,94
80_37_3_B,0.076695288,0.009610746,0.569872989,0.579483735,2,95
93_1_143_D,0.012931672,0.00969513,0.954837772,0.964532902,2,96
M_2001_19_2,0.120381317,0.00992946,0.40395863,0.41388809,2,97
92_22_30,0.056736012,0.010065212,0.465982901,0.476048114,2,98
83_24_7,0.225595678,0.010242517,0.843148296,0.853390813,2,99
88_2_4_I,0.047244271,0.010255264,0.761874036,0.772129299,2,100
93_1_143_C,0.023419255,0.010443657,0.95125284,0.961696497,2,101
93_1_151_a,0.013682635,0.01049658,0.957053921,0.967550501,2,102
94_5,0.056432493,0.010563505,0.369850933,0.380414438,2,103
93_1_12_J,0.185930812,0.010571381,0.568040175,0.578611556,2,104
38_20_4,0.114441379,0.010591776,0.703281746,0.713873522,2,105
RC_37_4,0.058985743,0.010861817,0.905683935,0.916545752,2,106
83_24_14,0.26954528,0.011042571,0.848529936,0.859572508,2,107
76_37_11_A_a,0.03643803,0.011194951,0.86631801,0.877512961,2,108
M_2001_19_4,0.163435978,0.011201838,0.490483392,0.501685231,2,109
A_1_762_A,0.058747039,0.011478276,0.508067227,0.519545503,2,110
A_1_769_C,0.057954146,0.01161455,0.533941452,0.545556002,2,111
1887_1_21_b,0.070419012,0.011754163,0.444764909,0.456519072,2,112
M_2008_2_137,0.018374885,0.011792852,0.507546489,0.51933934,2,113
SL_2013_21,0.050632145,0.011888299,0.527662161,0.53955046,2,114
88_27_15,0.10521772,0.011954138,0.879522231,0.891476369,2,115
RC_29,0.034193889,0.011984373,0.827957559,0.839941933,2,116
93_1_161_a,0.050239097,0.01200816,0.905870338,0.917878498,2,117
82_22_43,0.219112381,0.012013797,0.893257382,0.905271179,2,118
83_24_37,0.058556564,0.012093625,0.776836996,0.788930621,2,119
A_1_2_pp,0.040219848,0.012097094,0.924318501,0.936415595,2,120
A_1_768_K,0.077425032,0.012203806,0.548299144,0.56050295,2,121
87_16_62,0.051468253,0.012210709,0.395432229,0.407642938,2,122
