id,x,y
10_1,0.2524181537249245,0.5009578275417093
16_1,0.17168393060850426,1.7272938200127055
1845_1,0.2045478271887483,1.3369205071210652
1846_1,0.36381598546413957,1.6466547389884925
1851_1,-0.37716913424487325,0.47530291823887644
1851_2,-0.3889908686801248,0.484079446857418
1870_1_1_a,1.7015741948280039,0.1863854199322305
1870_1_2_b,1.6946219151831814,0.20870133541358474
1887_1_1,-0.13377142469494285,0.7966252845856685
1887_1_10_a,1.4202267479004753,-0.4309551239004195
1887_1_11_a,1.4175845580523088,-0.41524966049471296
1887_1_12_a,1.0561628729776538,-0.37084096200830075
1887_1_128_a,1.442815345703796,0.24727268395385496
1887_1_129_a,1.4694660879524297,0.2839765858426643
1887_1_13_a,1.3648474734221367,-0.542706629918251
1887_1_130_a,1.47018027573209,0.26242315597460625
1887_1_131_a,1.473218384018805,0.24547394440622927
1887_1_132_a,1.4525643123266634,0.2604705968422575
1887_1_133_a,1.1201422653904582,-0.3070097459176183
1887_1_14,1.346979621060679,-0.5396161358294718
1887_1_15_a,1.3814923775009544,-0.5012461722602838
1887_1_16_a,1.408148899417115,-0.48920269042327824
1887_1_17_a,1.4095907734297775,-0.504667570368096
1887_1_18_a,1.3957383609061165,-0.48171781747347187
1887_1_19_a,1.4204020210218946,-0.4662192559208584
1887_1_20_a,1.3814571653935959,-0.47615130043315756
1887_1_21_b,1.4151877006274052,-0.44946380905801003
1887_1_22_a,1.3353316453257604,0.040637570296664184
1887_1_23_a,1.4554186342274302,-0.14639958807020012
1887_1_24_a,1.4460412773379314,-0.29176868932675853
1887_1_25_a,1.5660905716529956,0.03454078404706163
1887_1_26_a,1.5088919660560198,-0.3146580891185252
1887_1_27_a,1.5727117326590356,-0.21944506277311346
1887_1_28_a,1.508430053433994,-0.26326557388183264
1887_1_29_a,1.5451414438236166,-0.3054907296619835
1887_1_3,0.4353905923553825,0.9294859046235302
1887_1_30_a,1.479330333589428,-0.29323599707628245
1887_1_31_a,1.63612006041056,-0.1683610276794033
1887_1_32_a,1.4454462369049839,-0.3363578280344391
1887_1_33_a,1.433215700540257,-0.3229762980601519
1887_1_34_a,1.6312825332271959,-0.18277817870469018
1887_1_35_a,1.6585661383289088,0.10893953026472807
1887_1_36_a,1.4824898896422787,-0.45226918848526665
1887_1_37_a,1.3824141370638123,-0.5412847573467229
1887_1_38_a,1.4581927001059176,-0.21640544906983267
1887_1_39_A_B_a,1.290616362180714,-0.5640711844964493
1887_1_40_a,1.5008029532516722,-0.44357551294272046
1887_1_41_a,1.4854767008750163,-0.40693822034264077
1887_1_42_a,1.4265618718490136,0.2623789675965072
1887_1_43_a,1.2907930872710274,-0.2814451068871765
1887_1_44,1.5518776833212946,-0.33878657755115094
1887_1_45_a,1.5209082890164356,-0.3345593342509768
1887_1_46_a,1.375495446253852,-0.45329009739516607
1887_1_47_a,1.4683870372632666,-0.3521574682618436
1887_1_48_a,1.4502865605921544,-0.4565000698987791
1887_1_49_a,1.4009599138778877,-0.46389396840964336
1887_1_50_a,1.4331813606284916,-0.4065518573526866
1887_1_51_a,1.2184826476470982,-0.23335032300301814
1887_1_52_a,1.2150736852152582,-0.21540451367395433
1887_1_53_a,1.4263503143330332,-0.3463163224729071
1887_1_54_a,1.4770735087246003,-0.3934464208189006
1887_1_56,-0.06844279193087449,0.45627851190652324
1887_1_58,-0.37385387754340776,0.7251860231537758
1887_1_6,0.4468469149804337,1.0329687908416592
1887_1_61_a,1.4440665676835476,-0.2086855107480765
1887_1_7,-0.11434636512751117,0.7211909305350283
1887_1_8,0.24303784436317305,0.5677818297947692
1887.1.4,0.46583786457960646,1.7938105409623668
1887.1.5,0.4622354226561279,1.8081695823100454
19_1_1_a,1.458359741343734,-0.46678715897563217
19_1_2_a,1.4656433561842002,-0.41329378577403825
19_1_3_a,1.4387616705812412,-0.47886957060852164
19_1_5_a,1.574477134827237,0.16317639369066098
1941_15_19,0.38236160808098796,0.10648730509166734
1953_1_1-21,0.8939404769648324,0.04161483358072266
1984_13_4,0.7712793706286821,-0.47168033779406704
20_1_1_a,1.7972027083937054,0.6219810582386484
20_1_10_a,1.749996279177786,0.6023976363325925
20_1_11_a,1.73344193619212,0.6275725496911433
20_1_12_a,1.7388452478419485,0.5614790281741402
20_1_13_a,1.7442712785823598,0.5765871854726486
20_1_14_a,1.731570618039134,0.6673598497817409
20_1_15_a,1.7755613456171684,0.6167020540346387
20_1_16_a,1.7488961597379564,0.6308631778752545
20_1_17_a,1.790426426585637,0.6892022461650642
20_1_18_a,1.7870942216179895,0.6340336538845368
20_1_19_a,1.801047798752885,0.6722719092326237
20_1_2_a,1.782859710973357,0.5988804104667946
20_1_20_a,1.781079823646193,0.6714422060239467
20_1_21_a,1.7505726396857801,0.6492167772651483
20_1_22,1.716234830588103,0.6454712129147298
20_1_23_a,1.724428006022754,0.6102963723958407
20_1_24_a,1.7131314942502598,0.6282005316637873
20_1_25_a,1.7980868570061774,0.6516146255621605
20_1_26_a,1.7357436571651141,0.5970998405860085
20_1_27_a,1.77582923190798,0.6560887302639549
20_1_28_a,1.7587495376289703,0.70778094701459
20_1_29_a,1.728027748674695,0.6538710373404575
20_1_3_a,1.7873992602526647,0.5756982672707752
20_1_30_a,1.7346362739725307,0.6929812159737656
20_1_31_a,1.7469130886257471,0.7146630779670858
20_1_32_a,1.798573094539577,0.5967840702324203
20_1_33_A,1.7263711766605123,0.7240030996607066
20_1_33_B_a,1.7233627230901192,0.7061241380407061
20_1_33_C,1.7432589881155336,0.7292772166931514
20_1_33_D_a,1.7099924935405966,0.6893058844934827
20_1_4_a,1.7740209638686624,0.5764186196065842
20_1_5_a,1.5937392724745907,0.005784316741825437
20_1_6_a,1.779882902505109,0.7131608598183845
20_1_7_a,1.7680678578915947,0.6389045190609856
20_1_8_a,1.730181805439405,0.6795892708263193
20_1_9_a,1.7607184710212576,0.5779279675820554
2009_16_3_a,1.488150009624426,0.08096473168294621
21_1_1_a,1.6179271161332538,0.11096764553433576
21_1_10_b,1.6457607134221135,0.12225538550764688
21_1_11_a,1.5856407562415198,-0.15628437495492017
21_1_12_b,1.6384377645547656,0.09225556105103437
21_1_13_a,1.6823010270709677,0.14139627366133425
21_1_14_a,1.5639580566766726,-0.1953777055618699
21_1_15_a,1.6510834662218818,-0.15616231242514741
21_1_2_a,1.1985485107751621,-0.23489719317811691
21_1_3_a,1.6517578001975688,0.1681687504494199
21_1_4_a,1.479486627914106,-0.18961975415264723
21_1_5_a,1.6296059790976465,0.10280290186014238
21_1_6_a,1.6777516993688153,0.19043280608870072
21_1_7_a,1.660725964669765,-0.19944769187004402
21_1_8_a,1.647293823548601,0.08128702204129121
21_1_9_a,1.5717968065284023,-0.1681229303666252
24_1,1.1990152087066681,0.6410083749741826
25_1_1_a,1.6090380058699267,-0.05802388935992369
26_1_D,0.6169054160745809,0.18223961026311328
26_1_G,0.8255281921304479,0.27162168954155735
27_1,0.2668619052172443,0.4466390272301951
27_3_1,0.2584371043554543,0.4286354744387678
27_3_2,-0.11678953833057899,0.6306726434065106
27_4_2,0.5385302468578045,0.16766881235580444
28_10_1,0.5855553350534932,0.02649601545733248
28_10_2,0.5796725610876081,0.04776307358903846
28_10_3,0.5956007387104213,0.04012347969029822
28_10_4,0.5580143423465165,0.047742821893159156
28_10,0.6287755948169383,0.19639341264398605
28_5,0.2609739422580319,0.3115117240716147
28_6,0.2502753897187124,0.44742570260594333
28_7_1,-0.1703353537211561,0.09354125978221887
28_8_1_a,1.621964298208206,0.05830814135299973
28_8_10_a,0.8563161275077339,-0.5495136456580743
28_8_2,1.5060350268880005,0.07262327325373846
28_8_6_a,1.6124963016372318,0.23100532018113876
28_8_7_a,1.6281243208486085,-0.05025984233117425
28_8_8_a,1.3755222327138736,-0.16054109382870443
28_8_9_a,1.3564193111793408,-0.1696245489673368
29_1_1,-0.3688333758790471,0.3000931108122205
29_1_13,1.563075613628129,0.2664483280028384
29_1_14,1.5444253772500012,1.0843948068466183
29_1_4,0.25130386007246625,0.33590701269970646
29_1_6,-0.42390777119520756,0.4112303061170752
29_1_8,0.17374983774106673,0.24835019238494407
29_2,0.9734883080024472,0.3204374782069139
30_1_1_a,1.4226631077317788,-0.2654655058864957
30_1_10_a,1.4095427556349505,-0.2797189149976213
30_1_11_a,1.3952769518165953,-0.317860592756433
30_1_12_a,1.405383489474539,-0.2972016212139145
30_1_13_a,1.42158560516868,-0.29896286783222714
30_1_14_a,1.3771857477414033,-0.3053494796268656
30_1_15_a,1.3911439706210507,-0.2963244685759801
30_1_16_a,1.6612062608375087,-0.2652798872624523
30_1_17_a,1.66344003470986,-0.28336807032895617
30_1_18_a,1.6795702303379925,-0.25831699864145674
30_1_19_a,1.3770744036021407,-0.36626972085367127
30_1_2_a,1.481032557821995,-0.2468085757366838
30_1_20_a,1.3716369708878602,-0.3366571364229618
30_1_21_a,1.3839817470940912,-0.3498978648575737
30_1_22_a,1.3661165209089376,-0.3823424559953605
30_1_23_a,1.2421377810338536,-0.36808302393643316
30_1_24_a,1.6991144739632753,-0.22116065565675228
30_1_25_a,1.667574331919463,-0.2402677088954926
30_1_26_a,1.4350927173212276,-0.2550071289268931
30_1_27_a,1.4724488858573077,-0.2237357846115199
30_1_28_a,1.4319653321454766,-0.2863576264286948
30_1_29_a,1.677427156407573,-0.220908376813598
30_1_3_a,1.4168554014271826,-0.3207043652279924
30_1_30_a,1.6870236345851877,-0.23504757091631964
30_1_4_a,1.390839197096918,-0.3337630164735909
30_1_5_a,1.4020306411229637,-0.26364422972463875
30_1_6_a,1.4072893613501556,-0.3428105149976993
30_1_7_a,1.449358080794013,-0.27107668782713
30_1_8_a,1.4003871844392366,-0.3765898371855315
30_1_9_a,1.4056404430635925,-0.12193380166393132
30_2_1_a,1.5183663371857374,-0.2797145788238754
30_2_10_a,1.5719035873754894,-0.346955712332593
30_2_2_a,1.3744286606900538,-0.023437720192973698
30_2_3_a,1.5730041572925058,-0.2866606137172745
30_2_4_a,1.564600597163106,-0.3211507744584922
30_2_5_a,1.5267851074979697,-0.3148067342957087
30_2_6_a,1.3777392672016686,-0.04439853279551254
30_2_7_a,1.547921618432292,-0.32189086717093396
30_2_8_a,1.5821499148112603,-0.3128951467209731
30_2_9_a,1.5672925662981654,-0.30352652327556273
30_3,-0.3470227718366157,0.3290986337959766
30_4,-0.3301726723415726,0.31517758293837556
30_7_1_a,0.953983256709996,-0.5481273204995043
30_7_2_a,0.9488467037481036,-0.5325921492009958
30.5,0.8835270587903353,1.1782619262961056
32_1,-0.13541822803575695,0.6008206932715002
32_2_1,1.2538752176634482,-0.5742265998677027
32_2_2,1.6109435024903267,-0.22596457875390166
32_3_1,-0.26189446433804786,0.12033519567733367
32_3_2,-0.265576753673551,0.14261032029008713
32_3_3,-0.4337185617342639,0.3168231222221879
32_4_b,1.638952089542308,-0.07030595185051701
33_2,-0.28526450822731025,0.8484531538470824
33_3,1.3409461053076586,0.9549736923453985
33_5,-0.025199881500465787,0.8576382221699371
34_6_1_a,1.597302603017512,-0.17127991932445494
34_6_2_a,1.572270645444638,-0.1833734680549428
34_6_9_a,1.505150738411475,-0.10222838381749923
35_1,1.7388185477321367,0.17921850296712777
36_1_1_a,1.1867025954773123,-0.6524869207897751
36_1_2_a,1.166352410152049,-0.652110097264483
37_1_1,1.6277430309807417,1.1365178464719168
37_1_2,1.6424594997003137,1.121455709459323
37_2_1,0.43123936866025386,0.3972157270647027
37_2_100_A,0.4716327134967438,0.3841395198026556
37_2_101,0.7212902189704203,0.5317956130950546
37_2_102,0.712133843511811,0.5575534084596399
37_2_103,0.6974095512797462,0.5153650462279084
